Item UPC,Top 500,Image Count,ID,UPC,GS1 View,Image 1 Mime Type,Image 1 Date Added,Image 1 Source,Image 1 Description,Image 1 Path,Image 2 Mime Type,Image 2 Date Added,Image 2 Source,Image 2 Description,Image 2 Path,Image 3 Mime Type,Image 3 Date Added,Image 3 Source,Image 3 Description,Image 3 Path,Image 4 Mime Type,Image 4 Date Added,Image 4 Source,Image 4 Description,Image 4 Path,Image 5 Mime Type,Image 5 Date Added,Image 5 Source,Image 5 Description,Image 5 Path,Image 6 Mime Type,Image 6 Date Added,Image 6 Source,Image 6 Description,Image 6 Path,Image 7 Mime Type,Image 7 Date Added,Image 7 Source,Image 7 Description,Image 7 Path,Image 8 Mime Type,Image 8 Date Added,Image 8 Source,Image 8 Description,Image 8 Path,Image 9 Mime Type,Image 9 Date Added,Image 9 Source,Image 9 Description,Image 9 Path
077567254214,315,9,138007,00077567254214,A1R1,image/tiff,02/17/2014,ITEMMASTER,Advertising Front Side Right Angle,http://media.itemmaster.com:80////0/0/0/393/f68f3c35-794d-47fc-9593-1b52cc9322a1.tif,image/jpeg,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/393/f68f3c35-794d-47fc-9593-1b52cc9322a1.jpg?originalFormat=tif&size=50x50,image/png,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/393/f68f3c35-794d-47fc-9593-1b52cc9322a1.png?originalFormat=tif&size=50x50,image/jpeg,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/393/f68f3c35-794d-47fc-9593-1b52cc9322a1.jpg?originalFormat=tif&size=150x150,image/png,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/393/f68f3c35-794d-47fc-9593-1b52cc9322a1.png?originalFormat=tif&size=150x150,image/jpeg,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/393/f68f3c35-794d-47fc-9593-1b52cc9322a1.jpg?originalFormat=tif&size=200x200,image/png,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/393/f68f3c35-794d-47fc-9593-1b52cc9322a1.png?originalFormat=tif&size=200x200,image/jpeg,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/393/f68f3c35-794d-47fc-9593-1b52cc9322a1.jpg?originalFormat=tif&size=600x600,image/png,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/393/f68f3c35-794d-47fc-9593-1b52cc9322a1.png?originalFormat=tif&size=600x600
077567254214,315,9,138007,00077567254214,A1L1,image/tiff,02/17/2014,ITEMMASTER,Advertising Front Side Left Angle,http://media.itemmaster.com:80////0/0/0/393/e1e5389b-ebf1-481b-8d42-43fd00d2891b.tif,image/jpeg,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/393/e1e5389b-ebf1-481b-8d42-43fd00d2891b.jpg?originalFormat=tif&size=50x50,image/png,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/393/e1e5389b-ebf1-481b-8d42-43fd00d2891b.png?originalFormat=tif&size=50x50,image/jpeg,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/393/e1e5389b-ebf1-481b-8d42-43fd00d2891b.jpg?originalFormat=tif&size=150x150,image/png,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/393/e1e5389b-ebf1-481b-8d42-43fd00d2891b.png?originalFormat=tif&size=150x150,image/jpeg,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/393/e1e5389b-ebf1-481b-8d42-43fd00d2891b.jpg?originalFormat=tif&size=200x200,image/png,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/393/e1e5389b-ebf1-481b-8d42-43fd00d2891b.png?originalFormat=tif&size=200x200,image/jpeg,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/393/e1e5389b-ebf1-481b-8d42-43fd00d2891b.jpg?originalFormat=tif&size=600x600,image/png,02/17/2014,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/393/e1e5389b-ebf1-481b-8d42-43fd00d2891b.png?originalFormat=tif&size=600x600
017400110000,317,1,79633,00017400110000,A1C1,image/png,12/05/2012,ITEMMASTER,Planogram Front,http://media.itemmaster.com:80////0/0/0/444/3f77cfec-d674-4e4e-bb0b-6a9cc60ae99e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017400110000,317,1,79633,00017400110000,A2C1,image/png,12/05/2012,ITEMMASTER,Planogram Left,http://media.itemmaster.com:80////0/0/0/444/0adfc458-082a-46e2-8fce-9c07be72420e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017400110000,317,1,79633,00017400110000,A3C1,image/png,12/05/2012,ITEMMASTER,Planogram Top,http://media.itemmaster.com:80////0/0/0/444/e60b541e-1adf-4d5c-aa9b-a851e7d1df6c.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017400110000,317,1,79633,00017400110000,A7C1,image/png,12/05/2012,ITEMMASTER,Planogram Back,http://media.itemmaster.com:80////0/0/0/444/1bbcce1e-518e-4f80-92b0-e744cad882cc.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017400110000,317,1,79633,00017400110000,A8C1,image/png,12/05/2012,ITEMMASTER,Planogram Right,http://media.itemmaster.com:80////0/0/0/444/4b99d3fc-d3a4-4995-8d26-3318c833c536.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017400110000,317,1,79633,00017400110000,A9C1,image/png,12/05/2012,ITEMMASTER,Planogram Bottom,http://media.itemmaster.com:80////0/0/0/444/687073ff-ff31-434a-83d9-3822ae91bc39.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017400110000,317,9,79633,00017400110000,A1R1,image/tiff,12/05/2012,ITEMMASTER,Advertising Front Side Right Angle,http://media.itemmaster.com:80////0/0/0/444/df44c39e-ee6d-4989-b50a-543235914014.tif,image/jpeg,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/444/df44c39e-ee6d-4989-b50a-543235914014.jpg?originalFormat=tif&size=50x50,image/png,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/444/df44c39e-ee6d-4989-b50a-543235914014.png?originalFormat=tif&size=50x50,image/jpeg,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/444/df44c39e-ee6d-4989-b50a-543235914014.jpg?originalFormat=tif&size=150x150,image/png,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/444/df44c39e-ee6d-4989-b50a-543235914014.png?originalFormat=tif&size=150x150,image/jpeg,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/444/df44c39e-ee6d-4989-b50a-543235914014.jpg?originalFormat=tif&size=200x200,image/png,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/444/df44c39e-ee6d-4989-b50a-543235914014.png?originalFormat=tif&size=200x200,image/jpeg,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/444/df44c39e-ee6d-4989-b50a-543235914014.jpg?originalFormat=tif&size=600x600,image/png,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/444/df44c39e-ee6d-4989-b50a-543235914014.png?originalFormat=tif&size=600x600
017400110000,317,9,79633,00017400110000,A1L1,image/tiff,12/05/2012,ITEMMASTER,Advertising Front Side Left Angle,http://media.itemmaster.com:80////0/0/0/444/80ca2b74-9209-47f8-9a0b-238aecbb582b.tif,image/jpeg,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/444/80ca2b74-9209-47f8-9a0b-238aecbb582b.jpg?originalFormat=tif&size=50x50,image/png,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/444/80ca2b74-9209-47f8-9a0b-238aecbb582b.png?originalFormat=tif&size=50x50,image/jpeg,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/444/80ca2b74-9209-47f8-9a0b-238aecbb582b.jpg?originalFormat=tif&size=150x150,image/png,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/444/80ca2b74-9209-47f8-9a0b-238aecbb582b.png?originalFormat=tif&size=150x150,image/jpeg,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/444/80ca2b74-9209-47f8-9a0b-238aecbb582b.jpg?originalFormat=tif&size=200x200,image/png,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/444/80ca2b74-9209-47f8-9a0b-238aecbb582b.png?originalFormat=tif&size=200x200,image/jpeg,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/444/80ca2b74-9209-47f8-9a0b-238aecbb582b.jpg?originalFormat=tif&size=600x600,image/png,12/05/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/444/80ca2b74-9209-47f8-9a0b-238aecbb582b.png?originalFormat=tif&size=600x600
072521049967,318,1,83951,00072521049967,A1C1,image/png,01/07/2013,ITEMMASTER,Planogram Front,http://media.itemmaster.com:80////0/0/0/532/d169eb84-4652-4c80-b826-c5d071674ca0.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072521049967,318,1,83951,00072521049967,A2C1,image/png,01/07/2013,ITEMMASTER,Planogram Left,http://media.itemmaster.com:80////0/0/0/532/412db125-0b1d-4207-999a-8c724e3d3097.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072521049967,318,1,83951,00072521049967,A3C1,image/png,01/07/2013,ITEMMASTER,Planogram Top,http://media.itemmaster.com:80////0/0/0/532/03a113c5-c3d7-4c6a-bc6b-21eccf585b97.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072521049967,318,1,83951,00072521049967,A7C1,image/png,01/07/2013,ITEMMASTER,Planogram Back,http://media.itemmaster.com:80////0/0/0/532/dfc4407f-da2e-4d97-967c-e9919c203b4a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072521049967,318,1,83951,00072521049967,A8C1,image/png,01/07/2013,ITEMMASTER,Planogram Right,http://media.itemmaster.com:80////0/0/0/532/c31d6bf7-ee61-4ff1-8f6b-cc5860a0726f.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072521049967,318,1,83951,00072521049967,A9C1,image/png,01/07/2013,ITEMMASTER,Planogram Bottom,http://media.itemmaster.com:80////0/0/0/532/2642c348-b2a2-470b-acb1-5b569dd02c9d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072521049967,318,9,83951,00072521049967,A1R1,image/tiff,01/07/2013,ITEMMASTER,Advertising Front Side Right Angle,http://media.itemmaster.com:80////0/0/0/532/25a0d250-9af8-4539-9d70-52550f559f77.tif,image/jpeg,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/532/25a0d250-9af8-4539-9d70-52550f559f77.jpg?originalFormat=tif&size=50x50,image/png,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/532/25a0d250-9af8-4539-9d70-52550f559f77.png?originalFormat=tif&size=50x50,image/jpeg,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/532/25a0d250-9af8-4539-9d70-52550f559f77.jpg?originalFormat=tif&size=150x150,image/png,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/532/25a0d250-9af8-4539-9d70-52550f559f77.png?originalFormat=tif&size=150x150,image/jpeg,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/532/25a0d250-9af8-4539-9d70-52550f559f77.jpg?originalFormat=tif&size=200x200,image/png,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/532/25a0d250-9af8-4539-9d70-52550f559f77.png?originalFormat=tif&size=200x200,image/jpeg,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/532/25a0d250-9af8-4539-9d70-52550f559f77.jpg?originalFormat=tif&size=600x600,image/png,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/532/25a0d250-9af8-4539-9d70-52550f559f77.png?originalFormat=tif&size=600x600
072521049967,318,9,83951,00072521049967,A1L1,image/tiff,01/07/2013,ITEMMASTER,Advertising Front Side Left Angle,http://media.itemmaster.com:80////0/0/0/532/d23045cd-05b6-4ad7-b60a-6a9d291af119.tif,image/jpeg,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/532/d23045cd-05b6-4ad7-b60a-6a9d291af119.jpg?originalFormat=tif&size=50x50,image/png,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/532/d23045cd-05b6-4ad7-b60a-6a9d291af119.png?originalFormat=tif&size=50x50,image/jpeg,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/532/d23045cd-05b6-4ad7-b60a-6a9d291af119.jpg?originalFormat=tif&size=150x150,image/png,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/532/d23045cd-05b6-4ad7-b60a-6a9d291af119.png?originalFormat=tif&size=150x150,image/jpeg,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/532/d23045cd-05b6-4ad7-b60a-6a9d291af119.jpg?originalFormat=tif&size=200x200,image/png,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/532/d23045cd-05b6-4ad7-b60a-6a9d291af119.png?originalFormat=tif&size=200x200,image/jpeg,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/532/d23045cd-05b6-4ad7-b60a-6a9d291af119.jpg?originalFormat=tif&size=600x600,image/png,01/07/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/532/d23045cd-05b6-4ad7-b60a-6a9d291af119.png?originalFormat=tif&size=600x600
072521049684,319,1,83952,00072521049684,A1C1,image/png,01/07/2013,ITEMMASTER,Planogram Front,http://media.itemmaster.com:80////0/0/0/532/a3b19071-46de-479f-9db0-d83b0c7f7cd6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072521049684,319,1,83952,00072521049684,A2C1,image/png,01/07/2013,ITEMMASTER,Planogram Left,http://media.itemmaster.com:80////0/0/0/532/f355a3eb-f1a6-481c-a920-bf4ba31c48ee.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072521049684,319,1,83952,00072521049684,A3C1,image/png,01/07/2013,ITEMMASTER,Planogram Top,http://media.itemmaster.com:80////0/0/0/532/b5ba5c8f-7673-452e-bf5f-8b2ded327ee2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072521049684,319,1,83952,00072521049684,A7C1,image/png,01/07/2013,ITEMMASTER,Planogram Back,http://media.itemmaster.com:80////0/0/0/532/3aa450bc-c466-426f-a401-a52cdb9906a1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072521049684,319,1,83952,00072521049684,A8C1,image/png,01/07/2013,ITEMMASTER,Planogram Right,http://media.itemmaster.com:80////0/0/0/532/57eb7d93-cd8c-47d8-af58-764eec485381.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072521049684,319,1,83952,00072521049684,A9C1,image/png,01/07/2013,ITEMMASTER,Planogram Bottom,http://media.itemmaster.com:80////0/0/0/532/fc452259-c7f0-46c8-8c81-da17854280c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072521049684,319,9,83952,00072521049684,A1R1,image/tiff,01/14/2013,ITEMMASTER,Advertising Front Side Right Angle,http://media.itemmaster.com:80////0/0/0/550/77885649-2993-447a-ab59-e7ea22991ec7.tif,image/jpeg,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/550/77885649-2993-447a-ab59-e7ea22991ec7.jpg?originalFormat=tif&size=50x50,image/png,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/550/77885649-2993-447a-ab59-e7ea22991ec7.png?originalFormat=tif&size=50x50,image/jpeg,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/550/77885649-2993-447a-ab59-e7ea22991ec7.jpg?originalFormat=tif&size=150x150,image/png,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/550/77885649-2993-447a-ab59-e7ea22991ec7.png?originalFormat=tif&size=150x150,image/jpeg,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/550/77885649-2993-447a-ab59-e7ea22991ec7.jpg?originalFormat=tif&size=200x200,image/png,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/550/77885649-2993-447a-ab59-e7ea22991ec7.png?originalFormat=tif&size=200x200,image/jpeg,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/550/77885649-2993-447a-ab59-e7ea22991ec7.jpg?originalFormat=tif&size=600x600,image/png,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/550/77885649-2993-447a-ab59-e7ea22991ec7.png?originalFormat=tif&size=600x600
072521049684,319,9,83952,00072521049684,A1L1,image/tiff,01/14/2013,ITEMMASTER,Advertising Front Side Left Angle,http://media.itemmaster.com:80////0/0/0/550/dcbf08e4-ccc4-4787-9842-2a446c3d8763.tif,image/jpeg,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/550/dcbf08e4-ccc4-4787-9842-2a446c3d8763.jpg?originalFormat=tif&size=50x50,image/png,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/550/dcbf08e4-ccc4-4787-9842-2a446c3d8763.png?originalFormat=tif&size=50x50,image/jpeg,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/550/dcbf08e4-ccc4-4787-9842-2a446c3d8763.jpg?originalFormat=tif&size=150x150,image/png,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/550/dcbf08e4-ccc4-4787-9842-2a446c3d8763.png?originalFormat=tif&size=150x150,image/jpeg,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/550/dcbf08e4-ccc4-4787-9842-2a446c3d8763.jpg?originalFormat=tif&size=200x200,image/png,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/550/dcbf08e4-ccc4-4787-9842-2a446c3d8763.png?originalFormat=tif&size=200x200,image/jpeg,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/550/dcbf08e4-ccc4-4787-9842-2a446c3d8763.jpg?originalFormat=tif&size=600x600,image/png,01/14/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/550/dcbf08e4-ccc4-4787-9842-2a446c3d8763.png?originalFormat=tif&size=600x600
076808501087,320,1,91019,00076808501087,A1C1,image/png,03/20/2013,ITEMMASTER,Planogram Front,http://media.itemmaster.com:80////0/0/0/770/f5cbd304-9d4c-493e-adc2-b4d216c89a84.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
076808501087,320,1,91019,00076808501087,A2C1,image/png,03/20/2013,ITEMMASTER,Planogram Left,http://media.itemmaster.com:80////0/0/0/770/bc557dad-b400-4eeb-8f4e-4729cd392698.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
076808501087,320,1,91019,00076808501087,A3C1,image/png,03/20/2013,ITEMMASTER,Planogram Top,http://media.itemmaster.com:80////0/0/0/770/cef1638e-a629-4228-96e6-3a1a62e72d2f.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
076808501087,320,1,91019,00076808501087,A7C1,image/png,03/20/2013,ITEMMASTER,Planogram Back,http://media.itemmaster.com:80////0/0/0/770/19099077-bb4a-4f9a-878d-5b78a89d8dc2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
076808501087,320,1,91019,00076808501087,A8C1,image/png,03/20/2013,ITEMMASTER,Planogram Right,http://media.itemmaster.com:80////0/0/0/770/d31babd9-421a-432e-a1d9-4c132442fa25.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
076808501087,320,1,91019,00076808501087,A9C1,image/png,03/20/2013,ITEMMASTER,Planogram Bottom,http://media.itemmaster.com:80////0/0/0/770/0176db8f-206c-4c1c-82bb-6110b5ab9220.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
076808501087,320,9,91019,00076808501087,A1R1,image/tiff,03/20/2013,ITEMMASTER,Advertising Front Side Right Angle,http://media.itemmaster.com:80////0/0/0/770/2ecf9c41-964a-439d-8819-d11316f72af0.tif,image/jpeg,03/20/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/770/2ecf9c41-964a-439d-8819-d11316f72af0.jpg?originalFormat=tif&size=50x50,image/png,03/20/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/770/2ecf9c41-964a-439d-8819-d11316f72af0.png?originalFormat=tif&size=50x50,image/jpeg,03/20/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/770/2ecf9c41-964a-439d-8819-d11316f72af0.jpg?originalFormat=tif&size=150x150,image/png,03/20/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/770/2ecf9c41-964a-439d-8819-d11316f72af0.png?originalFormat=tif&size=150x150,image/jpeg,03/20/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/770/2ecf9c41-964a-439d-8819-d11316f72af0.jpg?originalFormat=tif&size=200x200,image/png,03/20/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/770/2ecf9c41-964a-439d-8819-d11316f72af0.png?originalFormat=tif&size=200x200,image/jpeg,03/20/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/770/2ecf9c41-964a-439d-8819-d11316f72af0.jpg?originalFormat=tif&size=600x600,image/png,03/20/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/770/2ecf9c41-964a-439d-8819-d11316f72af0.png?originalFormat=tif&size=600x600
