Item UPC,Top 500,Image Count,ID,UPC,GS1 View,Image 1 Mime Type,Image 1 Date Added,Image 1 Source,Image 1 Description,Image 1 Path,Image 2 Mime Type,Image 2 Date Added,Image 2 Source,Image 2 Description,Image 2 Path,Image 3 Mime Type,Image 3 Date Added,Image 3 Source,Image 3 Description,Image 3 Path,Image 4 Mime Type,Image 4 Date Added,Image 4 Source,Image 4 Description,Image 4 Path,Image 5 Mime Type,Image 5 Date Added,Image 5 Source,Image 5 Description,Image 5 Path,Image 6 Mime Type,Image 6 Date Added,Image 6 Source,Image 6 Description,Image 6 Path,Image 7 Mime Type,Image 7 Date Added,Image 7 Source,Image 7 Description,Image 7 Path,Image 8 Mime Type,Image 8 Date Added,Image 8 Source,Image 8 Description,Image 8 Path,Image 9 Mime Type,Image 9 Date Added,Image 9 Source,Image 9 Description,Image 9 Path
049200051757,147,9,26150,00049200051757,A1R1,image/tiff,02/20/2012,ITEMMASTER,Advertising Front Side Right Angle,http://media.itemmaster.com:80////0/0/0/268/d3d0c7da-0320-45eb-b8ab-351647750300.tif,image/jpeg,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/268/d3d0c7da-0320-45eb-b8ab-351647750300.jpg?originalFormat=tif&size=50x50,image/png,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/268/d3d0c7da-0320-45eb-b8ab-351647750300.png?originalFormat=tif&size=50x50,image/jpeg,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/268/d3d0c7da-0320-45eb-b8ab-351647750300.jpg?originalFormat=tif&size=150x150,image/png,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/268/d3d0c7da-0320-45eb-b8ab-351647750300.png?originalFormat=tif&size=150x150,image/jpeg,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/268/d3d0c7da-0320-45eb-b8ab-351647750300.jpg?originalFormat=tif&size=200x200,image/png,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/268/d3d0c7da-0320-45eb-b8ab-351647750300.png?originalFormat=tif&size=200x200,image/jpeg,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/268/d3d0c7da-0320-45eb-b8ab-351647750300.jpg?originalFormat=tif&size=600x600,image/png,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/268/d3d0c7da-0320-45eb-b8ab-351647750300.png?originalFormat=tif&size=600x600
049200051757,147,9,26150,00049200051757,A1L1,image/tiff,02/20/2012,ITEMMASTER,Advertising Front Side Left Angle,http://media.itemmaster.com:80////0/0/0/268/fcfb3601-ec9e-4b9c-a17c-366392d8c08f.tif,image/jpeg,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/268/fcfb3601-ec9e-4b9c-a17c-366392d8c08f.jpg?originalFormat=tif&size=50x50,image/png,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/268/fcfb3601-ec9e-4b9c-a17c-366392d8c08f.png?originalFormat=tif&size=50x50,image/jpeg,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/268/fcfb3601-ec9e-4b9c-a17c-366392d8c08f.jpg?originalFormat=tif&size=150x150,image/png,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/268/fcfb3601-ec9e-4b9c-a17c-366392d8c08f.png?originalFormat=tif&size=150x150,image/jpeg,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/268/fcfb3601-ec9e-4b9c-a17c-366392d8c08f.jpg?originalFormat=tif&size=200x200,image/png,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/268/fcfb3601-ec9e-4b9c-a17c-366392d8c08f.png?originalFormat=tif&size=200x200,image/jpeg,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/268/fcfb3601-ec9e-4b9c-a17c-366392d8c08f.jpg?originalFormat=tif&size=600x600,image/png,02/20/2012,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/268/fcfb3601-ec9e-4b9c-a17c-366392d8c08f.png?originalFormat=tif&size=600x600
079606010157,148,1,93715,00079606010157,A1C1,image/png,05/02/2013,ITEMMASTER,Planogram Front,http://media.itemmaster.com:80////0/0/0/916/6a5e4069-d8dc-49ab-82f6-33fe44e48b8b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079606010157,148,1,93715,00079606010157,A2C1,image/png,05/02/2013,ITEMMASTER,Planogram Left,http://media.itemmaster.com:80////0/0/0/916/f2ea4b22-5263-401e-b23f-4d9c920cbbb5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079606010157,148,1,93715,00079606010157,A3C1,image/png,05/02/2013,ITEMMASTER,Planogram Top,http://media.itemmaster.com:80////0/0/0/916/74a4a974-9e4c-4c9a-893f-2ea7f9e01ee6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079606010157,148,1,93715,00079606010157,A7C1,image/png,05/02/2013,ITEMMASTER,Planogram Back,http://media.itemmaster.com:80////0/0/0/916/dc59fa99-35d4-4cbd-a088-cd533c07478c.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079606010157,148,1,93715,00079606010157,A8C1,image/png,05/02/2013,ITEMMASTER,Planogram Right,http://media.itemmaster.com:80////0/0/0/916/b2be5462-20d7-4108-acd2-1d18361067b0.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079606010157,148,1,93715,00079606010157,A9C1,image/png,05/02/2013,ITEMMASTER,Planogram Bottom,http://media.itemmaster.com:80////0/0/0/916/658979c3-4cf5-4bd9-a660-9d8a17f6162d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079606010157,148,9,93715,00079606010157,A1R1,image/tiff,05/02/2013,ITEMMASTER,Advertising Front Side Right Angle,http://media.itemmaster.com:80////0/0/0/916/3e65702c-a4d5-44fb-a5c5-9695ca269642.tif,image/jpeg,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/916/3e65702c-a4d5-44fb-a5c5-9695ca269642.jpg?originalFormat=tif&size=50x50,image/png,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/916/3e65702c-a4d5-44fb-a5c5-9695ca269642.png?originalFormat=tif&size=50x50,image/jpeg,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/916/3e65702c-a4d5-44fb-a5c5-9695ca269642.jpg?originalFormat=tif&size=150x150,image/png,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/916/3e65702c-a4d5-44fb-a5c5-9695ca269642.png?originalFormat=tif&size=150x150,image/jpeg,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/916/3e65702c-a4d5-44fb-a5c5-9695ca269642.jpg?originalFormat=tif&size=200x200,image/png,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/916/3e65702c-a4d5-44fb-a5c5-9695ca269642.png?originalFormat=tif&size=200x200,image/jpeg,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/916/3e65702c-a4d5-44fb-a5c5-9695ca269642.jpg?originalFormat=tif&size=600x600,image/png,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/916/3e65702c-a4d5-44fb-a5c5-9695ca269642.png?originalFormat=tif&size=600x600
079606010157,148,9,93715,00079606010157,A1L1,image/tiff,05/02/2013,ITEMMASTER,Advertising Front Side Left Angle,http://media.itemmaster.com:80////0/0/0/916/91425e89-21f6-45c1-8ef8-3a8093602830.tif,image/jpeg,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/916/91425e89-21f6-45c1-8ef8-3a8093602830.jpg?originalFormat=tif&size=50x50,image/png,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/916/91425e89-21f6-45c1-8ef8-3a8093602830.png?originalFormat=tif&size=50x50,image/jpeg,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/916/91425e89-21f6-45c1-8ef8-3a8093602830.jpg?originalFormat=tif&size=150x150,image/png,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/916/91425e89-21f6-45c1-8ef8-3a8093602830.png?originalFormat=tif&size=150x150,image/jpeg,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/916/91425e89-21f6-45c1-8ef8-3a8093602830.jpg?originalFormat=tif&size=200x200,image/png,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/916/91425e89-21f6-45c1-8ef8-3a8093602830.png?originalFormat=tif&size=200x200,image/jpeg,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/916/91425e89-21f6-45c1-8ef8-3a8093602830.jpg?originalFormat=tif&size=600x600,image/png,05/02/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/916/91425e89-21f6-45c1-8ef8-3a8093602830.png?originalFormat=tif&size=600x600
014800646085,149,1,92032,00014800646085,A1C1,image/png,04/01/2013,ITEMMASTER,Planogram Front,http://media.itemmaster.com:80////0/0/0/809/fffb3675-753e-4594-8b7b-7400af15c97f.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014800646085,149,1,92032,00014800646085,A2C1,image/png,04/01/2013,ITEMMASTER,Planogram Left,http://media.itemmaster.com:80////0/0/0/809/9ba7e45e-9446-4115-aa5b-edb13839caf0.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014800646085,149,1,92032,00014800646085,A3C1,image/png,04/01/2013,ITEMMASTER,Planogram Top,http://media.itemmaster.com:80////0/0/0/809/7201db15-dcb8-4fec-a92b-d9b03936e5ad.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014800646085,149,1,92032,00014800646085,A7C1,image/png,04/01/2013,ITEMMASTER,Planogram Back,http://media.itemmaster.com:80////0/0/0/809/df125a35-cc9a-4218-a020-be1c11ec2217.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014800646085,149,1,92032,00014800646085,A8C1,image/png,04/01/2013,ITEMMASTER,Planogram Right,http://media.itemmaster.com:80////0/0/0/809/e2d04fc5-2003-486d-abfd-939c140f24fa.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014800646085,149,1,92032,00014800646085,A9C1,image/png,04/01/2013,ITEMMASTER,Planogram Bottom,http://media.itemmaster.com:80////0/0/0/809/d0ce77cc-9492-4e54-92c9-52fe35db02cb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014800646085,149,9,92032,00014800646085,A1R1,image/tiff,04/01/2013,ITEMMASTER,Advertising Front Side Right Angle,http://media.itemmaster.com:80////0/0/0/809/6dadb8c8-4e66-4014-95af-9017e6662fd1.tif,image/jpeg,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/809/6dadb8c8-4e66-4014-95af-9017e6662fd1.jpg?originalFormat=tif&size=50x50,image/png,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/809/6dadb8c8-4e66-4014-95af-9017e6662fd1.png?originalFormat=tif&size=50x50,image/jpeg,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/809/6dadb8c8-4e66-4014-95af-9017e6662fd1.jpg?originalFormat=tif&size=150x150,image/png,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/809/6dadb8c8-4e66-4014-95af-9017e6662fd1.png?originalFormat=tif&size=150x150,image/jpeg,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/809/6dadb8c8-4e66-4014-95af-9017e6662fd1.jpg?originalFormat=tif&size=200x200,image/png,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/809/6dadb8c8-4e66-4014-95af-9017e6662fd1.png?originalFormat=tif&size=200x200,image/jpeg,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/809/6dadb8c8-4e66-4014-95af-9017e6662fd1.jpg?originalFormat=tif&size=600x600,image/png,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/809/6dadb8c8-4e66-4014-95af-9017e6662fd1.png?originalFormat=tif&size=600x600
014800646085,149,9,92032,00014800646085,A1L1,image/tiff,04/01/2013,ITEMMASTER,Advertising Front Side Left Angle,http://media.itemmaster.com:80////0/0/0/809/24ae3e3b-6337-4137-b433-b561d1c380d7.tif,image/jpeg,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/809/24ae3e3b-6337-4137-b433-b561d1c380d7.jpg?originalFormat=tif&size=50x50,image/png,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/809/24ae3e3b-6337-4137-b433-b561d1c380d7.png?originalFormat=tif&size=50x50,image/jpeg,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/809/24ae3e3b-6337-4137-b433-b561d1c380d7.jpg?originalFormat=tif&size=150x150,image/png,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/809/24ae3e3b-6337-4137-b433-b561d1c380d7.png?originalFormat=tif&size=150x150,image/jpeg,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/809/24ae3e3b-6337-4137-b433-b561d1c380d7.jpg?originalFormat=tif&size=200x200,image/png,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/809/24ae3e3b-6337-4137-b433-b561d1c380d7.png?originalFormat=tif&size=200x200,image/jpeg,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/809/24ae3e3b-6337-4137-b433-b561d1c380d7.jpg?originalFormat=tif&size=600x600,image/png,04/01/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/809/24ae3e3b-6337-4137-b433-b561d1c380d7.png?originalFormat=tif&size=600x600
041196020229,151,1,84772,00041196020229,A1C1,image/png,02/13/2013,ITEMMASTER,Planogram Front,http://media.itemmaster.com:80////0/0/0/650/2750b06d-7208-4e12-b7ef-da8f0f2a42b8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041196020229,151,1,84772,00041196020229,A2C1,image/png,02/13/2013,ITEMMASTER,Planogram Left,http://media.itemmaster.com:80////0/0/0/650/18c4856e-e065-4f53-9819-c0aaa224ee9f.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041196020229,151,1,84772,00041196020229,A3C1,image/png,02/13/2013,ITEMMASTER,Planogram Top,http://media.itemmaster.com:80////0/0/0/650/04711bb7-fd0e-41da-9e95-0164552f2a1b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041196020229,151,1,84772,00041196020229,A7C1,image/png,02/13/2013,ITEMMASTER,Planogram Back,http://media.itemmaster.com:80////0/0/0/650/10953bca-6578-4439-a2bb-1da2db52817b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041196020229,151,1,84772,00041196020229,A8C1,image/png,02/13/2013,ITEMMASTER,Planogram Right,http://media.itemmaster.com:80////0/0/0/650/5c85c2aa-01ad-4e5b-984b-d0f281621ac8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041196020229,151,1,84772,00041196020229,A9C1,image/png,02/13/2013,ITEMMASTER,Planogram Bottom,http://media.itemmaster.com:80////0/0/0/650/7c3963f2-56ac-4ad1-b2e4-bf6a9ec03382.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041196020229,151,9,84772,00041196020229,A1R1,image/tiff,02/13/2013,ITEMMASTER,Advertising Front Side Right Angle,http://media.itemmaster.com:80////0/0/0/650/7ca9909f-4354-45ae-961f-71ef99c1ae26.tif,image/jpeg,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/650/7ca9909f-4354-45ae-961f-71ef99c1ae26.jpg?originalFormat=tif&size=50x50,image/png,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/650/7ca9909f-4354-45ae-961f-71ef99c1ae26.png?originalFormat=tif&size=50x50,image/jpeg,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/650/7ca9909f-4354-45ae-961f-71ef99c1ae26.jpg?originalFormat=tif&size=150x150,image/png,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/650/7ca9909f-4354-45ae-961f-71ef99c1ae26.png?originalFormat=tif&size=150x150,image/jpeg,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/650/7ca9909f-4354-45ae-961f-71ef99c1ae26.jpg?originalFormat=tif&size=200x200,image/png,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/650/7ca9909f-4354-45ae-961f-71ef99c1ae26.png?originalFormat=tif&size=200x200,image/jpeg,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/650/7ca9909f-4354-45ae-961f-71ef99c1ae26.jpg?originalFormat=tif&size=600x600,image/png,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/650/7ca9909f-4354-45ae-961f-71ef99c1ae26.png?originalFormat=tif&size=600x600
041196020229,151,9,84772,00041196020229,A1L1,image/tiff,02/13/2013,ITEMMASTER,Advertising Front Side Left Angle,http://media.itemmaster.com:80////0/0/0/650/ce052fc0-edd2-4c02-8586-a17c2a0a80e0.tif,image/jpeg,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/650/ce052fc0-edd2-4c02-8586-a17c2a0a80e0.jpg?originalFormat=tif&size=50x50,image/png,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/650/ce052fc0-edd2-4c02-8586-a17c2a0a80e0.png?originalFormat=tif&size=50x50,image/jpeg,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/650/ce052fc0-edd2-4c02-8586-a17c2a0a80e0.jpg?originalFormat=tif&size=150x150,image/png,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/650/ce052fc0-edd2-4c02-8586-a17c2a0a80e0.png?originalFormat=tif&size=150x150,image/jpeg,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/650/ce052fc0-edd2-4c02-8586-a17c2a0a80e0.jpg?originalFormat=tif&size=200x200,image/png,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/650/ce052fc0-edd2-4c02-8586-a17c2a0a80e0.png?originalFormat=tif&size=200x200,image/jpeg,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/650/ce052fc0-edd2-4c02-8586-a17c2a0a80e0.jpg?originalFormat=tif&size=600x600,image/png,02/13/2013,ITEMMASTER,E-Commerce Advertising Front Side Left Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/650/ce052fc0-edd2-4c02-8586-a17c2a0a80e0.png?originalFormat=tif&size=600x600
077644301329,152,1,59778,00077644301329,A1C1,image/tga,02/25/2011,ITEMMASTER,Planogram Front,http://media.itemmaster.com:80////0/0/0/226/285336a3-2ff3-4702-92ad-6733fee4f9d3.tga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077644301329,152,1,59778,00077644301329,A2C1,image/tga,02/25/2011,ITEMMASTER,Planogram Left,http://media.itemmaster.com:80////0/0/0/226/6559606a-cdba-49e1-b7c9-a72c4c085e81.tga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077644301329,152,1,59778,00077644301329,A3C1,image/tga,02/25/2011,ITEMMASTER,Planogram Top,http://media.itemmaster.com:80////0/0/0/226/a67d91b7-ad42-4523-97b5-7c0f902a72ad.tga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077644301329,152,1,59778,00077644301329,A7C1,image/tga,02/25/2011,ITEMMASTER,Planogram Back,http://media.itemmaster.com:80////0/0/0/226/2cfaccb8-529b-4c45-9591-628cf668e92e.tga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077644301329,152,1,59778,00077644301329,A8C1,image/tga,02/25/2011,ITEMMASTER,Planogram Right,http://media.itemmaster.com:80////0/0/0/226/1b2391a3-b001-4256-b796-c50391eb8637.tga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077644301329,152,1,59778,00077644301329,A9C1,image/tga,02/25/2011,ITEMMASTER,Planogram Bottom,http://media.itemmaster.com:80////0/0/0/226/32f93d37-45c8-4d1d-9374-bd3aaf3818f0.tga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077644301329,152,9,59778,00077644301329,A1R1,image/tiff,02/25/2011,ITEMMASTER,Advertising Front Side Right Angle,http://media.itemmaster.com:80////0/0/0/226/1bc2db9e-87c6-411e-8b13-07c4e8f97603.tif,image/jpeg,02/25/2011,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/jpeg,http://media.itemmaster.com:80///0/0/0/226/1bc2db9e-87c6-411e-8b13-07c4e8f97603.jpg?originalFormat=tif&size=50x50,image/png,02/25/2011,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (50x50) image/png,http://media.itemmaster.com:80///0/0/0/226/1bc2db9e-87c6-411e-8b13-07c4e8f97603.png?originalFormat=tif&size=50x50,image/jpeg,02/25/2011,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/jpeg,http://media.itemmaster.com:80///0/0/0/226/1bc2db9e-87c6-411e-8b13-07c4e8f97603.jpg?originalFormat=tif&size=150x150,image/png,02/25/2011,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (150x150) image/png,http://media.itemmaster.com:80///0/0/0/226/1bc2db9e-87c6-411e-8b13-07c4e8f97603.png?originalFormat=tif&size=150x150,image/jpeg,02/25/2011,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/jpeg,http://media.itemmaster.com:80///0/0/0/226/1bc2db9e-87c6-411e-8b13-07c4e8f97603.jpg?originalFormat=tif&size=200x200,image/png,02/25/2011,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (200x200) image/png,http://media.itemmaster.com:80///0/0/0/226/1bc2db9e-87c6-411e-8b13-07c4e8f97603.png?originalFormat=tif&size=200x200,image/jpeg,02/25/2011,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/jpeg,http://media.itemmaster.com:80///0/0/0/226/1bc2db9e-87c6-411e-8b13-07c4e8f97603.jpg?originalFormat=tif&size=600x600,image/png,02/25/2011,ITEMMASTER,E-Commerce Advertising Front Side Right Angle (600x600) image/png,http://media.itemmaster.com:80///0/0/0/226/1bc2db9e-87c6-411e-8b13-07c4e8f97603.png?originalFormat=tif&size=600x600
